mmsi,vessel_proximity,timestamp
565761000,"[565761000, 352656000]",2023-03-09 06:30:00+00
563078430,"[563014650, 563078430]",2023-03-11 19:30:00+00
518998309,"[563078430, 538008064, 518998309, 565761000]",2023-03-19 07:30:00+00
232345740,"[565761000, 352656000, 232345740, 563014650]",2023-03-15 20:30:00+00
898998797,"[563014650, 538008084, 898998797, 352656000]",2023-03-17 21:30:00+00
232345740,"[529123000, 563014650, 232345740, 352656000, 218719092]",2023-03-22 04:30:00+00
564654000,"[564780000, 564654000]",2023-03-09 00:30:00+00
538008064,"[529123000, 563078430, 352656000, 538008064, 232345740]",2023-03-14 19:30:00+00
218719092,"[529123000, 563078430, 352656000, 218719092]",2023-03-14 19:30:00+00
529123000,"[538008064, 529123000, 563014650, 564780000, 538008084, 564654000]",2023-03-17 13:30:00+00
564654000,"[564654000, 563078430]",2023-03-06 16:30:00+00
563078430,"[563014650, 563078430]",2023-03-11 05:30:00+00
518998309,[518998309],2023-03-18 12:30:00+00
352656000,"[538008064, 352656000, 518998309]",2023-03-20 05:30:00+00
563014650,"[565761000, 563014650, 538008084]",2023-03-19 10:30:00+00
565761000,"[352656000, 563014650, 565761000, 564654000]",2023-03-22 22:30:00+00
563078430,"[538008064, 563078430, 232345740, 529123000, 875832716]",2023-03-15 08:30:00+00
565761000,"[564780000, 563014650, 565761000, 898998797]",2023-03-17 12:30:00+00
232006548,"[564654000, 564780000, 218719092, 232006548, 232345740]",2023-03-21 13:30:00+00
563014650,"[529123000, 563014650, 564780000]",2023-03-19 11:30:00+00
352656000,"[889799564, 352656000, 538008064, 563014650, 564654000, 565761000]",2023-03-14 21:30:00+00
529123000,"[529123000, 352656000]",2023-03-07 06:30:00+00
563078430,"[563078430, 529123000]",2023-03-07 08:30:00+00
518998309,"[518998309, 898998797, 565761000, 564654000]",2023-03-17 22:30:00+00
565761000,"[352656000, 565761000, 529123000, 232345740]",2023-03-21 19:30:00+00
352656000,"[538008064, 352656000, 218719092, 232006548, 563014650]",2023-03-15 08:30:00+00
232345740,"[529123000, 232345740, 352656000, 898998797, 538008084]",2023-03-17 04:30:00+00
232006548,"[232006548, 889799564]",2023-03-15 12:30:00+00
529123000,[529123000],2023-03-07 21:30:00+00
232345740,"[218719092, 563014650, 232345740, 875832716, 563078430]",2023-03-21 14:30:00+00
564654000,"[564654000, 352656000]",2023-03-21 03:30:00+00
564780000,"[564780000, 538008064, 529123000]",2023-03-17 06:30:00+00
875832716,"[563078430, 564654000, 232006548, 232345740, 875832716, 898998797]",2023-03-17 18:30:00+00
564654000,"[564654000, 352002300]",2023-03-13 05:30:00+00
538008064,"[232345740, 898998797, 563078430, 538008064, 875832716, 565761000]",2023-03-16 23:30:00+00
565761000,"[564654000, 565761000, 352656000, 529123000]",2023-03-19 23:30:00+00
352656000,"[563078430, 352656000, 518998309]",2023-03-23 07:30:00+00
563078430,"[232006548, 563078430, 538008064, 563014650, 518998309]",2023-03-16 07:30:00+00
564780000,"[564780000, 232345740, 875832716, 232006548, 529123000]",2023-03-17 10:30:00+00
564780000,"[564780000, 564654000]",2023-03-09 02:30:00+00
564780000,"[564654000, 565761000, 218719092, 564780000]",2023-03-22 20:30:00+00
563014650,"[564780000, 563078430]",2023-03-05 15:30:00+00
232345740,"[518998309, 218719092, 232345740, 352656000, 564654000]",2023-03-22 00:30:00+00
563014650,"[565761000, 563014650]",2023-03-09 09:30:00+00
875832716,"[232006548, 875832716, 352656000]",2023-03-23 00:30:00+00
564780000,"[563014650, 564780000]",2023-03-10 05:30:00+00
563014650,"[352656000, 563014650, 564780000]",2023-03-23 22:30:00+00
898998797,"[538008084, 898998797, 232345740, 518998309]",2023-03-18 08:30:00+00
538008084,"[529123000, 563078430]",2023-03-08 05:30:00+00
352656000,"[564780000, 352656000]",2023-03-21 09:30:00+00
352656000,"[563078430, 352656000, 232006548, 875832716]",2023-03-21 16:30:00+00
529123000,[],2023-03-09 06:11:17+00
564780000,"[564780000, 563078430]",2023-03-06 13:30:00+00
352656000,[352656000],2023-03-12 11:30:00+00
564780000,"[564654000, 518998309, 529123000, 564780000, 218719092, 538008064]",2023-03-15 01:30:00+00
352656000,"[564780000, 352656000, 564654000]",2023-03-22 23:30:00+00
518998309,"[538008064, 529123000, 518998309, 875832716, 232006548, 352656000, 898998797]",2023-03-17 13:30:00+00
889799564,"[232345740, 232006548, 565761000, 889799564, 529123000, 564654000]",2023-03-14 22:30:00+00
564780000,"[564780000, 565761000, 529123000]",2023-03-14 16:30:00+00
352656000,"[529123000, 352656000, 564780000]",2023-03-06 18:30:00+00
564654000,"[564780000, 538008084, 564654000, 563014650, 529123000]",2023-03-18 02:30:00+00
563078430,"[352002300, 563078430, 563014650]",2023-03-13 21:30:00+00
232345740,"[529123000, 563078430, 352656000, 218719092, 232345740]",2023-03-14 19:30:00+00
352656000,"[529123000, 232345740, 538008064, 352656000, 564654000]",2023-03-14 18:30:00+00
563078430,"[232345740, 218719092, 518998309, 563078430, 564654000]",2023-03-22 10:30:00+00
232006548,"[529123000, 232006548, 564654000, 352656000, 538008064, 518998309, 564780000]",2023-03-17 11:30:00+00
889799564,"[529123000, 352656000, 889799564, 563078430, 564654000, 232006548]",2023-03-15 17:30:00+00
563014650,"[529123000, 232345740, 538008064, 563014650, 564780000]",2023-03-14 18:30:00+00
563078430,"[564780000, 529123000, 563078430, 232345740, 875832716, 565761000]",2023-03-22 02:30:00+00
352656000,"[352656000, 564780000]",2023-03-08 05:30:00+00
563078430,"[563078430, 352656000]",2023-03-12 02:30:00+00
565761000,"[529123000, 352656000, 565761000]",2023-03-08 22:30:00+00
564780000,"[563078430, 564780000, 518998309, 352656000, 875832716]",2023-03-17 08:30:00+00
538008084,"[565761000, 232345740, 538008084, 564780000]",2023-03-18 10:30:00+00
352656000,"[563014650, 352656000, 563078430]",2023-03-07 12:30:00+00
564780000,"[563014650, 564780000, 352656000]",2023-03-23 18:30:00+00
563014650,"[564654000, 563014650, 529123000]",2023-03-06 16:30:00+00
538008064,"[564654000, 538008064, 518998309, 565761000]",2023-03-18 17:30:00+00
564780000,[563078430],2023-03-09 05:30:00+00
352656000,[352656000],2023-03-24 04:56:09+00
564780000,"[529123000, 564780000]",2023-03-13 21:30:00+00
563078430,"[564780000, 563078430, 352656000, 538008084, 565761000]",2023-03-18 11:30:00+00
564654000,"[538008064, 564780000, 564654000, 563078430]",2023-03-19 17:30:00+00
218719092,"[529123000, 875832716, 564780000, 218719092, 232345740]",2023-03-22 13:30:00+00
232006548,"[232345740, 898998797, 563078430, 232006548, 529123000]",2023-03-16 23:30:00+00
563078430,"[538008064, 563078430, 538008084]",2023-03-20 05:30:00+00
564780000,"[564780000, 563078430, 564654000]",2023-03-21 06:30:00+00
218719092,"[889799564, 218719092, 564780000, 232006548, 232345740]",2023-03-14 21:30:00+00
352656000,"[352002300, 352656000]",2023-03-13 14:30:00+00
565761000,"[565761000, 564780000]",2023-03-20 22:30:00+00
352002300,"[565761000, 352002300, 563014650]",2023-03-12 14:30:00+00
564654000,[564654000],2023-03-18 12:30:00+00
563078430,"[232006548, 564654000, 563078430, 563014650]",2023-03-22 19:30:00+00
232006548,"[538008064, 232345740, 232006548, 529123000, 889799564]",2023-03-16 13:30:00+00
538008064,"[565761000, 232345740, 538008064, 898998797, 529123000, 518998309]",2023-03-17 14:30:00+00
898998797,"[563078430, 898998797, 518998309, 538008064, 352656000]",2023-03-16 21:30:00+00
563078430,"[352656000, 563014650, 563078430, 565761000]",2023-03-22 21:30:00+00
564780000,"[218719092, 564654000, 232345740, 564780000]",2023-03-21 18:30:00+00
563014650,"[563014650, 352656000]",2023-03-10 16:30:00+00
563078430,"[352656000, 563078430, 218719092, 529123000, 875832716]",2023-03-21 17:30:00+00
563014650,"[564780000, 564654000, 563014650]",2023-03-09 00:30:00+00
564654000,"[352656000, 232345740, 564654000, 218719092]",2023-03-22 16:30:00+00
563078430,"[563078430, 564654000]",2023-03-12 16:30:00+00
232006548,"[529123000, 563014650, 232006548, 518998309]",2023-03-22 04:30:00+00
529123000,"[529123000, 565761000]",2023-03-05 15:30:00+00
352656000,[352656000],2023-03-05 11:30:00+00
898998797,"[538008064, 564654000, 898998797, 538008084, 352656000]",2023-03-17 19:30:00+00
563014650,"[538008064, 529123000, 563014650, 564780000, 538008084, 564654000]",2023-03-17 13:30:00+00
218719092,"[564780000, 529123000, 218719092, 518998309, 563014650]",2023-03-22 02:30:00+00
889799564,"[529123000, 563078430, 538008064, 889799564, 564780000]",2023-03-15 15:30:00+00
565761000,"[563078430, 538008064, 518998309, 565761000]",2023-03-18 14:30:00+00
352656000,"[565761000, 352656000]",2023-03-06 23:30:00+00
352656000,"[352656000, 565761000]",2023-03-08 15:30:00+00
564654000,"[529123000, 538008084, 564654000, 232345740, 565761000, 898998797]",2023-03-18 03:30:00+00
564780000,"[564780000, 352002300, 563078430]",2023-03-13 06:30:00+00
564654000,"[563014650, 564654000, 564780000]",2023-03-06 12:30:00+00
232006548,"[565761000, 352656000, 232006548, 564780000]",2023-03-15 20:30:00+00
232345740,"[232006548, 352656000, 218719092, 232345740, 565761000]",2023-03-22 01:30:00+00
889799564,"[352656000, 875832716, 232006548, 889799564, 563078430]",2023-03-15 10:30:00+00
564780000,"[218719092, 563014650, 232345740, 564780000, 529123000]",2023-03-21 14:30:00+00
352656000,"[563014650, 352656000, 518998309]",2023-03-19 12:30:00+00
564654000,"[565761000, 564654000, 352656000]",2023-03-07 02:30:00+00
875832716,"[875832716, 538008064, 352656000]",2023-03-16 01:30:00+00
518998309,[518998309],2023-03-24 04:23:52+00
538008084,"[564654000, 538008064, 538008084, 564780000, 563078430]",2023-03-18 17:30:00+00
518998309,"[518998309, 564780000]",2023-03-20 16:30:00+00
538008084,"[563078430, 563014650, 538008084, 565761000]",2023-03-19 15:30:00+00
563014650,[563014650],2023-03-09 11:30:00+00
563078430,"[563078430, 565761000]",2023-03-23 15:30:00+00
564780000,[564780000],2023-03-09 06:30:00+00
232345740,"[565761000, 218719092, 232345740, 564780000]",2023-03-22 05:30:00+00
563078430,"[564780000, 563078430]",2023-03-09 02:30:00+00
563014650,"[563014650, 232345740, 518998309]",2023-03-18 00:30:00+00
565761000,"[565761000, 529123000, 538008064, 518998309, 352656000]",2023-03-17 05:30:00+00
352656000,"[352656000, 563078430]",2023-03-06 00:30:00+00
232345740,"[538008064, 352656000, 232345740, 218719092, 232006548, 875832716]",2023-03-15 08:30:00+00
564780000,"[563014650, 564780000]",2023-03-12 05:30:00+00
563078430,"[875832716, 563078430, 898998797, 538008084, 232345740]",2023-03-16 19:30:00+00
563014650,"[563014650, 518998309, 564780000]",2023-03-20 20:30:00+00
518998309,"[232345740, 898998797, 518998309, 564780000]",2023-03-16 22:30:00+00
564780000,"[232006548, 564780000, 563014650, 889799564]",2023-03-15 16:30:00+00
538008064,"[563078430, 889799564, 538008064, 564780000, 529123000]",2023-03-15 18:30:00+00
564780000,"[529123000, 564780000, 889799564]",2023-03-15 11:30:00+00
563078430,[563078430],2023-03-10 03:30:00+00
563078430,[563014650],2023-03-07 23:30:00+00
889799564,"[875832716, 889799564, 564780000, 232006548]",2023-03-16 01:30:00+00
538008084,"[564780000, 538008084, 898998797, 518998309, 538008064]",2023-03-17 10:30:00+00
529123000,"[564780000, 538008084, 529123000, 352656000]",2023-03-08 08:30:00+00
232006548,"[529123000, 232345740, 232006548, 218719092, 352656000]",2023-03-21 23:30:00+00
538008064,"[889799564, 218719092, 538008064, 563014650, 564654000, 565761000]",2023-03-14 21:30:00+00
565761000,"[563078430, 564654000, 352656000, 565761000, 218719092]",2023-03-15 02:30:00+00
565761000,"[563014650, 565761000, 564780000]",2023-03-10 16:30:00+00
352656000,"[352656000, 529123000]",2023-03-07 01:30:00+00
564654000,"[518998309, 564654000]",2023-03-20 19:30:00+00
232345740,"[875832716, 218719092, 232345740, 889799564, 529123000, 232006548]",2023-03-14 23:30:00+00
529123000,"[563078430, 898998797, 529123000, 875832716, 538008084, 232006548]",2023-03-16 21:30:00+00
563014650,"[563014650, 565761000]",2023-03-21 06:30:00+00
518998309,"[518998309, 352656000]",2023-03-23 13:30:00+00
563014650,"[529123000, 538008084, 563014650, 518998309, 232006548]",2023-03-18 03:30:00+00
564780000,"[529123000, 352656000, 564780000, 565761000, 538008064]",2023-03-15 17:30:00+00
352656000,"[538008064, 352656000, 563078430, 565761000]",2023-03-14 09:30:00+00
352656000,[352656000],2023-03-08 02:30:00+00
563078430,"[529123000, 352656000, 564780000, 563078430, 564654000, 232006548]",2023-03-15 17:30:00+00
232345740,"[563078430, 564654000, 232345740, 232006548, 564780000]",2023-03-18 01:30:00+00
565761000,[565761000],2023-03-08 01:30:00+00
352656000,"[565761000, 218719092, 232345740, 352656000, 563078430]",2023-03-22 05:30:00+00
563078430,"[563014650, 563078430, 565761000]",2023-03-06 12:30:00+00
352656000,"[352656000, 563078430]",2023-03-10 20:30:00+00
518998309,"[529123000, 898998797, 518998309, 564654000, 564780000, 875832716]",2023-03-17 15:30:00+00
563078430,[563078430],2023-03-24 04:25:51+00
352656000,[352656000],2023-03-06 04:30:00+00
564780000,"[563014650, 563078430, 564780000]",2023-03-06 12:30:00+00
538008084,"[529123000, 563014650, 538008084]",2023-03-19 11:30:00+00
565761000,"[538008064, 352656000, 564780000, 232345740, 565761000, 518998309]",2023-03-16 20:30:00+00
232345740,"[564780000, 232345740, 875832716, 232006548, 529123000]",2023-03-17 10:30:00+00
875832716,"[232345740, 898998797, 563078430, 232006548, 875832716, 565761000]",2023-03-16 23:30:00+00
563078430,"[565761000, 563078430]",2023-03-07 02:30:00+00
563014650,[563014650],2023-03-07 17:30:00+00
565761000,"[565761000, 352656000]",2023-03-13 09:30:00+00
232345740,"[563078430, 232345740, 898998797, 565761000, 232006548]",2023-03-17 08:30:00+00
529123000,[529123000],2023-03-09 15:30:00+00
564780000,"[565761000, 218719092, 232345740, 564780000]",2023-03-22 05:30:00+00
564780000,"[565761000, 564780000]",2023-03-12 01:30:00+00
563014650,"[563014650, 563078430]",2023-03-11 01:30:00+00
563078430,"[563078430, 352656000]",2023-03-11 04:30:00+00
875832716,"[232345740, 563078430, 518998309, 875832716, 232006548, 352656000, 898998797]",2023-03-17 13:30:00+00
529123000,"[564654000, 232345740, 529123000, 232006548, 352656000]",2023-03-21 22:30:00+00
352656000,"[889799564, 564654000, 352656000, 875832716, 563078430]",2023-03-16 05:30:00+00
352656000,"[538008064, 352656000, 564780000]",2023-03-14 15:30:00+00
232345740,"[232345740, 218719092]",2023-03-21 08:30:00+00
563014650,"[563078430, 563014650, 564780000]",2023-03-20 14:30:00+00
352656000,"[564780000, 352656000, 518998309, 565761000]",2023-03-18 15:30:00+00
538008064,"[564780000, 538008064, 565761000]",2023-03-14 13:30:00+00
564780000,"[889799564, 218719092, 564780000, 232006548, 232345740]",2023-03-14 21:30:00+00
352656000,[352656000],2023-03-13 01:30:00+00
232345740,"[529123000, 232345740, 875832716, 565761000, 898998797, 538008084]",2023-03-17 11:30:00+00
564780000,[564780000],2023-03-11 04:30:00+00
563014650,[563014650],2023-03-05 10:30:00+00
563014650,"[563014650, 564780000]",2023-03-12 18:30:00+00
232345740,"[889799564, 563078430, 232345740, 538008064]",2023-03-15 22:30:00+00
564780000,"[529123000, 889799564, 232345740, 564780000, 538008064, 232006548]",2023-03-15 09:30:00+00
538008084,"[563014650, 538008064, 232345740, 538008084, 352656000, 564780000]",2023-03-17 03:30:00+00
564780000,"[538008064, 529123000, 563014650, 564780000, 538008084, 564654000]",2023-03-17 13:30:00+00
538008064,"[875832716, 564654000, 538008064, 232006548, 352656000]",2023-03-16 02:30:00+00
563078430,"[563078430, 563014650]",2023-03-12 06:30:00+00
564780000,"[538008084, 352656000, 564780000]",2023-03-19 02:30:00+00
565761000,"[529123000, 352656000, 564780000, 565761000, 538008064]",2023-03-15 17:30:00+00
563078430,"[563014650, 563078430, 232006548]",2023-03-18 00:30:00+00
232345740,"[563078430, 352656000, 232345740, 889799564]",2023-03-15 19:30:00+00
563078430,[563078430],2023-03-13 11:30:00+00
518998309,"[518998309, 563078430, 352656000]",2023-03-20 03:30:00+00
232345740,"[232345740, 232006548, 875832716]",2023-03-17 06:30:00+00
564780000,"[529123000, 538008084, 564780000]",2023-03-20 09:30:00+00
563078430,"[564780000, 232345740, 563078430, 518998309, 565761000, 875832716]",2023-03-16 18:30:00+00
564780000,[564780000],2023-03-11 22:30:00+00
564780000,"[352656000, 564780000, 563078430]",2023-03-07 01:30:00+00
352656000,"[538008064, 564780000, 352656000, 518998309]",2023-03-20 01:30:00+00
529123000,"[352656000, 232345740, 529123000, 518998309]",2023-03-22 16:30:00+00
563014650,"[529123000, 563014650]",2023-03-06 18:30:00+00
563014650,"[564780000, 563014650, 565761000]",2023-03-20 17:30:00+00
564654000,[564654000],2023-03-07 13:30:05+00
565761000,"[529123000, 565761000]",2023-03-07 10:30:00+00
563014650,"[563014650, 564780000]",2023-03-06 14:30:00+00
232345740,"[518998309, 563078430, 232345740, 898998797, 564780000, 529123000]",2023-03-18 04:30:00+00
538008064,"[232345740, 538008064, 529123000]",2023-03-17 06:30:00+00
565761000,"[565761000, 564780000]",2023-03-04 20:30:00+00
563078430,"[563078430, 564780000]",2023-03-24 02:30:00+00
218719092,"[538008064, 352656000, 232345740, 218719092, 232006548, 875832716]",2023-03-15 08:30:00+00
564780000,"[529123000, 218719092, 564780000, 518998309, 232006548]",2023-03-22 09:30:00+00
563014650,"[232006548, 563014650]",2023-03-23 00:30:00+00
563078430,[563078430],2023-03-09 13:30:00+00
565761000,[],2023-03-12 13:33:53+00
564780000,"[564780000, 565761000]",2023-03-14 10:30:00+00
563078430,"[564654000, 565761000, 218719092, 564780000, 563078430]",2023-03-22 20:30:00+00
563078430,"[875832716, 218719092, 563078430, 564780000, 565761000]",2023-03-14 23:30:00+00
563014650,"[518998309, 563014650, 538008064, 529123000]",2023-03-20 03:30:00+00
565761000,"[889799564, 564654000, 565761000, 564780000, 538008064]",2023-03-16 05:30:00+00
218719092,"[352656000, 563014650, 218719092, 232006548]",2023-03-22 21:30:00+00
563014650,"[352656000, 565761000]",2023-03-13 17:30:00+00
565761000,"[564780000, 565761000, 538008064]",2023-03-19 01:30:00+00
232345740,"[564780000, 875832716, 232345740, 538008064, 563014650]",2023-03-16 17:30:00+00
564780000,"[564780000, 564654000]",2023-03-12 17:30:00+00
564654000,"[563078430, 564654000]",2023-03-05 18:30:00+00
564780000,"[875832716, 564654000, 564780000, 232345740, 889799564]",2023-03-16 02:30:00+00
563078430,"[538008084, 563078430, 563014650, 529123000]",2023-03-19 20:30:00+00
563014650,"[538008084, 563014650, 564654000, 565761000]",2023-03-18 19:30:00+00
565761000,[565761000],2023-03-10 14:30:00+00
352656000,"[352656000, 563014650]",2023-03-23 23:30:00+00
563078430,"[518998309, 563078430, 564780000]",2023-03-23 13:30:00+00
538008064,"[518998309, 538008064, 538008084, 563078430]",2023-03-19 19:30:00+00
352656000,"[564780000, 352656000]",2023-03-19 01:30:00+00
565761000,"[352656000, 565761000, 563078430]",2023-03-23 10:30:00+00
352656000,"[563078430, 352656000, 564780000]",2023-03-23 15:30:00+00
564780000,"[564780000, 352656000]",2023-03-10 18:30:00+00
529123000,"[563078430, 538008064, 529123000]",2023-03-19 07:30:00+00
352656000,[563078430],2023-03-13 07:30:00+00
352656000,"[563078430, 564654000, 352656000, 529123000, 538008064, 565761000]",2023-03-16 14:30:00+00
564654000,"[529123000, 232345740, 564654000, 352656000, 538008064, 518998309, 564780000]",2023-03-17 11:30:00+00
352656000,"[563078430, 352656000]",2023-03-06 05:30:00+00
563078430,"[565761000, 352656000, 563078430]",2023-03-06 23:30:00+00
563014650,"[563014650, 352656000]",2023-03-21 05:30:00+00
232006548,"[232345740, 875832716, 563014650, 564780000, 232006548, 529123000]",2023-03-22 10:30:00+00
538008084,"[538008064, 518998309, 538008084, 898998797, 352656000]",2023-03-17 00:30:00+00
538008064,"[232006548, 538008064, 565761000, 875832716]",2023-03-15 16:30:00+00
352002300,"[352656000, 352002300]",2023-03-13 20:30:00+00
538008084,"[538008084, 529123000]",2023-03-19 04:30:00+00
889799564,"[875832716, 218719092, 563078430, 889799564, 529123000, 232006548]",2023-03-14 23:30:00+00
564654000,"[563078430, 352656000, 564654000, 218719092, 529123000]",2023-03-21 16:30:00+00
563078430,[564780000],2023-03-12 19:30:00+00
563078430,"[564780000, 563078430, 565761000]",2023-03-06 01:30:00+00
518998309,"[529123000, 232345740, 232006548, 518998309, 875832716]",2023-03-21 23:30:00+00
563078430,"[563014650, 563078430]",2023-03-12 18:30:00+00
218719092,"[529123000, 232345740, 232006548, 218719092, 352656000]",2023-03-21 23:30:00+00
529123000,"[529123000, 564654000]",2023-03-21 05:30:00+00
563078430,[563078430],2023-03-07 19:30:00+00
563078430,"[232345740, 232006548, 565761000, 563078430, 538008064, 875832716]",2023-03-14 22:30:00+00
564654000,"[564780000, 564654000]",2023-03-09 02:30:00+00
565761000,"[563078430, 565761000, 529123000]",2023-03-19 00:30:00+00
352656000,"[352656000, 563078430, 563014650]",2023-03-23 19:30:00+00
352656000,"[518998309, 352656000, 529123000, 564780000, 538008064]",2023-03-16 15:30:00+00
232006548,"[875832716, 564654000, 564780000, 232006548, 352656000]",2023-03-16 02:30:00+00
564780000,"[352656000, 564780000, 538008064]",2023-03-19 08:30:00+00
232006548,"[538008064, 529123000, 563014650, 564780000, 232006548, 352656000, 898998797]",2023-03-17 13:30:00+00
563014650,"[564654000, 563014650]",2023-03-05 12:30:00+00
538008064,"[538008064, 529123000, 564654000]",2023-03-19 16:30:00+00
518998309,"[352656000, 518998309]",2023-03-23 10:30:00+00
564780000,"[564780000, 565761000]",2023-03-06 17:30:00+00
898998797,"[564780000, 232345740, 898998797, 518998309, 538008064]",2023-03-17 10:30:00+00
563014650,"[518998309, 563078430, 563014650, 538008084, 538008064, 565761000]",2023-03-18 04:30:00+00
563014650,[563014650],2023-03-04 21:30:00+00
529123000,"[232006548, 565761000, 529123000, 352656000, 563078430, 564654000]",2023-03-17 16:30:00+00
538008084,"[538008064, 563078430, 538008084, 529123000]",2023-03-18 23:30:00+00
529123000,"[563014650, 538008084, 898998797, 529123000, 564780000]",2023-03-17 21:30:00+00
352656000,"[563078430, 352656000]",2023-03-13 11:30:00+00
563014650,[563014650],2023-03-10 13:30:00+00
898998797,"[563078430, 564654000, 898998797, 563014650, 518998309]",2023-03-16 14:30:00+00
564780000,"[232006548, 352656000, 218719092, 232345740, 564780000]",2023-03-22 01:30:00+00
564780000,"[564780000, 565761000]",2023-03-12 10:30:00+00
565761000,"[565761000, 352002300]",2023-03-13 10:30:00+00
565761000,"[563014650, 563078430, 565761000]",2023-03-06 12:30:00+00
564654000,"[529123000, 218719092, 564654000, 352656000, 563078430]",2023-03-22 09:30:00+00
564654000,"[563014650, 564654000]",2023-03-05 17:30:00+00
563078430,[563078430],2023-03-09 06:11:17+00
563078430,"[564780000, 875832716, 232345740, 563078430, 898998797, 518998309]",2023-03-16 17:30:00+00
529123000,"[352656000, 529123000, 563078430]",2023-03-14 12:30:00+00
518998309,"[563078430, 898998797, 518998309, 538008064, 352656000]",2023-03-16 21:30:00+00
352656000,"[564780000, 529123000, 518998309, 352656000]",2023-03-18 16:30:00+00
352656000,"[565761000, 352656000]",2023-03-13 10:30:00+00
352656000,"[875832716, 563078430, 352656000, 232006548, 563014650]",2023-03-16 19:30:00+00
518998309,"[563078430, 232345740, 518998309, 352656000, 875832716]",2023-03-17 08:30:00+00
565761000,"[564780000, 565761000]",2023-03-13 18:30:00+00
529123000,"[518998309, 529123000]",2023-03-20 21:30:00+00
563014650,"[563078430, 563014650, 565761000]",2023-03-23 14:30:00+00
875832716,"[875832716, 564780000, 232006548, 898998797]",2023-03-17 05:30:00+00
352656000,"[565761000, 352656000]",2023-03-10 09:30:00+00
563078430,"[352656000, 563078430]",2023-03-10 15:30:00+00
232006548,"[564780000, 875832716, 518998309, 232006548, 232345740]",2023-03-17 12:30:00+00
563014650,[563014650],2023-03-16 09:25:23+00
352656000,"[538008064, 563014650, 352656000, 529123000]",2023-03-19 21:30:00+00
352002300,"[529123000, 352002300]",2023-03-13 19:30:00+00
529123000,"[518998309, 529123000, 564780000]",2023-03-19 19:30:00+00
538008064,"[564780000, 875832716, 232345740, 538008064, 563014650]",2023-03-16 17:30:00+00
875832716,"[563078430, 898998797, 518998309, 875832716, 538008084, 232006548]",2023-03-16 21:30:00+00
352656000,"[529123000, 352656000, 875832716, 232345740, 889799564]",2023-03-15 23:30:00+00
898998797,"[232006548, 565761000, 529123000, 898998797, 518998309, 538008084, 563014650]",2023-03-17 16:30:00+00
232006548,"[564780000, 232345740, 232006548, 538008064, 563014650]",2023-03-16 18:30:00+00
898998797,"[875832716, 563078430, 898998797, 538008084, 232345740]",2023-03-16 19:30:00+00
518998309,"[563078430, 518998309, 352656000]",2023-03-20 14:30:00+00
352656000,"[538008064, 352656000, 564780000]",2023-03-20 07:30:00+00
538008084,"[538008064, 529123000, 563014650, 564780000, 538008084, 564654000]",2023-03-17 13:30:00+00
564780000,"[565761000, 564780000]",2023-03-13 09:30:00+00
563078430,"[518998309, 563078430]",2023-03-23 03:30:00+00
352656000,"[518998309, 564780000, 563014650, 352656000]",2023-03-21 15:30:00+00
564780000,"[529123000, 564780000, 232006548, 875832716]",2023-03-17 04:30:00+00
563078430,[563078430],2023-03-10 19:30:00+00
529123000,"[232006548, 563014650, 529123000, 538008064, 218719092]",2023-03-15 05:30:00+00
352656000,"[232006548, 565761000, 529123000, 352656000, 563078430, 564654000]",2023-03-17 16:30:00+00
352656000,"[529123000, 565761000, 352656000]",2023-03-20 04:30:00+00
563078430,"[563078430, 564780000]",2023-03-05 20:30:00+00
538008064,"[563078430, 898998797, 518998309, 538008064, 352656000]",2023-03-16 21:30:00+00
232006548,"[563014650, 538008064, 232345740, 232006548, 518998309]",2023-03-17 03:30:00+00
875832716,"[564780000, 232345740, 875832716, 232006548, 529123000]",2023-03-17 10:30:00+00
563078430,"[563014650, 563078430, 529123000]",2023-03-20 20:30:00+00
563014650,"[564654000, 565761000, 563014650, 538008064]",2023-03-19 23:30:00+00
232345740,"[529123000, 538008084, 563014650, 232345740, 565761000, 898998797]",2023-03-18 03:30:00+00
518998309,"[352656000, 518998309]",2023-03-23 22:30:00+00
565761000,"[565761000, 563078430]",2023-03-23 08:30:00+00
875832716,"[565761000, 232345740, 538008064, 875832716, 563078430, 564780000]",2023-03-17 14:30:00+00
563078430,"[563014650, 563078430]",2023-03-23 18:30:00+00
232006548,"[564780000, 232006548, 529123000, 352656000]",2023-03-16 08:30:00+00
538008064,"[232006548, 538008064, 564654000]",2023-03-15 21:30:00+00
529123000,"[564654000, 529123000, 563014650]",2023-03-21 03:30:00+00
564654000,"[564780000, 352656000, 564654000, 898998797, 538008084]",2023-03-18 15:30:00+00
232006548,"[565761000, 218719092, 875832716, 232006548, 538008064, 232345740]",2023-03-15 07:30:00+00
564654000,"[564780000, 564654000, 563014650]",2023-03-06 13:30:00+00
564654000,"[564654000, 564780000]",2023-03-23 04:30:00+00
232345740,"[564780000, 529123000, 218719092, 232345740, 875832716, 565761000]",2023-03-22 02:30:00+00
529123000,"[529123000, 352002300]",2023-03-14 06:30:00+00
565761000,"[565761000, 352656000]",2023-03-23 12:30:00+00
898998797,"[518998309, 563078430, 563014650, 898998797, 564780000, 529123000]",2023-03-18 04:30:00+00
538008084,"[538008064, 538008084, 563078430, 564780000]",2023-03-19 16:30:00+00
564780000,"[563078430, 564654000, 352656000, 565761000, 564780000, 875832716]",2023-03-15 02:30:00+00
352656000,[352656000],2023-03-10 02:30:00+00
